FIPS,State,County,"Fast-food restaurants/1,000 pop (% change), 2011-16","Full-service restaurants/1,000 pop (% change), 2011-16","Expenditures per capita, fast food, 2007*","Expenditures per capita, fast food, 2012*","Expenditures per capita, restaurants, 2007*","Expenditures per capita, restaurants, 2012*"
1099,AL,Monroe,5.692564435,-4.876692008,649.511367,674.8027204,484.381507,512.2809873
1101,AL,Montgomery,25.91540833,9.376403064,649.511367,674.8027204,484.381507,512.2809873
1103,AL,Morgan,-6.288808161,4.257899451,649.511367,674.8027204,484.381507,512.2809873
1105,AL,Perry,9.425287356,-6.206896552,649.511367,674.8027204,484.381507,512.2809873
1107,AL,Pickens,11.14775617,-52.36524735,649.511367,674.8027204,484.381507,512.2809873
1109,AL,Pike,24.98569923,26.82372422,649.511367,674.8027204,484.381507,512.2809873
1111,AL,Randolph,12.30627908,-35.67913107,649.511367,674.8027204,484.381507,512.2809873
1113,AL,Russell,5.21156167,-1.463793095,649.511367,674.8027204,484.381507,512.2809873
1115,AL,St. Clair,15.09460828,-5.977681522,649.511367,674.8027204,484.381507,512.2809873
1117,AL,Shelby,11.67508676,-11.41550423,649.511367,674.8027204,484.381507,512.2809873
1119,AL,Sumter,19.22584066,25.18713269,649.511367,674.8027204,484.381507,512.2809873
1121,AL,Talladega,10.5968052,-0.512029458,649.511367,674.8027204,484.381507,512.2809873
1123,AL,Tallapoosa,-9.750655023,-11.8909557,649.511367,674.8027204,484.381507,512.2809873
1125,AL,Tuscaloosa,3.857359448,4.803954632,649.511367,674.8027204,484.381507,512.2809873
1127,AL,Walker,-5.29554552,11.71618056,649.511367,674.8027204,484.381507,512.2809873
1129,AL,Washington,-30.49381233,-25.52908464,649.511367,674.8027204,484.381507,512.2809873
1131,AL,Wilcox,-36.88275862,-57.92183908,649.511367,674.8027204,484.381507,512.2809873
1133,AL,Winston,-6.541214887,-24.64192821,649.511367,674.8027204,484.381507,512.2809873
2013,AK,Aleutians East,-1.865222623,,582.7155098,511.4807882,688.0841941,724.8088817
2016,AK,Aleutians West,-100,94.4318775,582.7155098,511.4807882,688.0841941,724.8088817
2020,AK,Anchorage,3.105022611,10.8553157,582.7155098,511.4807882,688.0841941,724.8088817
2050,AK,Bethel,-16.97441602,-3.136818687,582.7155098,511.4807882,688.0841941,724.8088817
2060,AK,Bristol Bay,0,13.8121547,582.7155098,511.4807882,688.0841941,724.8088817
2068,AK,Denali,174.3276284,-31.41809291,582.7155098,511.4807882,688.0841941,724.8088817
2070,AK,Dillingham,-0.562700965,-33.70846731,582.7155098,511.4807882,688.0841941,724.8088817
2090,AK,Fairbanks North Star,-0.182667782,16.04938272,582.7155098,511.4807882,688.0841941,724.8088817
2100,AK,Haines,1.698933228,-27.35790484,582.7155098,511.4807882,688.0841941,724.8088817
2105,AK,Hoonah-Angoon,0,0,582.7155098,511.4807882,688.0841941,724.8088817
2110,AK,Juneau,20.82622784,9.884056693,582.7155098,511.4807882,688.0841941,724.8088817
2122,AK,Kenai Peninsula,28.2339477,-2.410194216,582.7155098,511.4807882,688.0841941,724.8088817
2130,AK,Ketchikan Gateway,56.19269635,7.678298244,582.7155098,511.4807882,688.0841941,724.8088817
2150,AK,Kodiak Island,21.23693252,1.030777104,582.7155098,511.4807882,688.0841941,724.8088817
2164,AK,Lake and Peninsula,0,0,582.7155098,511.4807882,688.0841941,724.8088817
2170,AK,Matanuska-Susitna,-14.29169919,3.408928153,582.7155098,511.4807882,688.0841941,724.8088817
2180,AK,Nome,-67.13733401,97.17599597,582.7155098,511.4807882,688.0841941,724.8088817
2185,AK,North Slope,-1.404233351,-34.2694889,582.7155098,511.4807882,688.0841941,724.8088817
2188,AK,Northwest Arctic,201.6836335,,582.7155098,511.4807882,688.0841941,724.8088817
2195,AK,Petersburg,0,0,582.7155098,511.4807882,688.0841941,724.8088817
2198,AK,Prince of Wales-Hyder,0,0,582.7155098,511.4807882,688.0841941,724.8088817
2220,AK,Sitka,35.15815085,-11.3024635,582.7155098,511.4807882,688.0841941,724.8088817
2230,AK,Skagway,0,0,582.7155098,511.4807882,688.0841941,724.8088817
2240,AK,Southeast Fairbanks,-37.28947368,-37.28947368,582.7155098,511.4807882,688.0841941,724.8088817
2261,AK,Valdez-Cordova,-8.733940043,-2.649536046,582.7155098,511.4807882,688.0841941,724.8088817
2270,AK,Wade Hampton,0,0,582.7155098,511.4807882,688.0841941,724.8088817
2275,AK,Wrangell,0,0,582.7155098,511.4807882,688.0841941,724.8088817
2282,AK,Yakutat,0,0,582.7155098,511.4807882,688.0841941,724.8088817
2290,AK,Yukon-Koyukuk,0,-30.63562454,582.7155098,511.4807882,688.0841941,724.8088817
4001,AZ,Apache,-24.15304107,22.79983827,760.5004608,577.7188093,758.6283717,623.5880149
4003,AZ,Cochise,-10.84778938,-0.932604151,760.5004608,577.7188093,758.6283717,623.5880149
4005,AZ,Coconino,-0.316598352,9.381274813,760.5004608,577.7188093,758.6283717,623.5880149
4007,AZ,Gila,-2.802875368,6.248606863,760.5004608,577.7188093,758.6283717,623.5880149
4009,AZ,Graham,-26.27690841,-7.484747811,760.5004608,577.7188093,758.6283717,623.5880149
4011,AZ,Greenlee,167.1412242,3.888253836,760.5004608,577.7188093,758.6283717,623.5880149
4012,AZ,La Paz,0.287482337,11.85911491,760.5004608,577.7188093,758.6283717,623.5880149
4013,AZ,Maricopa,5.337478378,1.091091467,760.5004608,577.7188093,758.6283717,623.5880149
4015,AZ,Mohave,8.490716293,-4.328426351,760.5004608,577.7188093,758.6283717,623.5880149
4017,AZ,Navajo,6.10313185,1.977159423,760.5004608,577.7188093,758.6283717,623.5880149
4019,AZ,Pima,6.28638956,1.339125181,760.5004608,577.7188093,758.6283717,623.5880149
4021,AZ,Pinal,-11.56626335,0.658775566,760.5004608,577.7188093,758.6283717,623.5880149
4023,AZ,Santa Cruz,-11.42082009,-1.69871498,760.5004608,577.7188093,758.6283717,623.5880149
4025,AZ,Yavapai,-1.767885615,-2.829651423,760.5004608,577.7188093,758.6283717,623.5880149
4027,AZ,Yuma,18.12153502,3.719252767,760.5004608,577.7188093,758.6283717,623.5880149
5001,AR,Arkansas,-41.73037332,12.22298472,576.2104436,622.6752882,444.9218224,472.1275274
5003,AR,Ashley,-0.876000098,-17.76379267,576.2104436,622.6752882,444.9218224,472.1275274
5005,AR,Baxter,7.405768497,-12.74421014,576.2104436,622.6752882,444.9218224,472.1275274
5007,AR,Benton,-1.921369544,8.320770714,576.2104436,622.6752882,444.9218224,472.1275274
5009,AR,Boone,-0.344169288,31.36450412,576.2104436,622.6752882,444.9218224,472.1275274
5011,AR,Bradley,73.43716793,82.10902632,576.2104436,622.6752882,444.9218224,472.1275274
5013,AR,Calhoun,1.569159241,1.569159241,576.2104436,622.6752882,444.9218224,472.1275274
5015,AR,Carroll,-1.009809579,-1.009809579,576.2104436,622.6752882,444.9218224,472.1275274
5017,AR,Chicot,-10.70228495,-69.38364055,576.2104436,622.6752882,444.9218224,472.1275274
5019,AR,Clark,29.86302045,-7.60733723,576.2104436,622.6752882,444.9218224,472.1275274
5021,AR,Clay,-29.72482345,65.64863044,576.2104436,622.6752882,444.9218224,472.1275274
5023,AR,Cleburne,23.48662507,-5.669939187,576.2104436,622.6752882,444.9218224,472.1275274
5025,AR,Cleveland,4.987893462,-100,576.2104436,622.6752882,444.9218224,472.1275274
5027,AR,Columbia,44.08039028,-27.95980486,576.2104436,622.6752882,444.9218224,472.1275274
5029,AR,Conway,44.36126209,-15.78926378,576.2104436,622.6752882,444.9218224,472.1275274
5031,AR,Craighead,-2.415840274,-4.584377157,576.2104436,622.6752882,444.9218224,472.1275274
5033,AR,Crawford,-13.97366914,-11.18739121,576.2104436,622.6752882,444.9218224,472.1275274
5035,AR,Crittenden,-6.908501069,18.56917232,576.2104436,622.6752882,444.9218224,472.1275274
5037,AR,Cross,27.66723406,-24.03272023,576.2104436,622.6752882,444.9218224,472.1275274
5039,AR,Dallas,44.40556303,170.7604307,576.2104436,622.6752882,444.9218224,472.1275274
5041,AR,Desha,18.63348248,18.63348248,576.2104436,622.6752882,444.9218224,472.1275274
5043,AR,Drew,8.253084686,-8.617525914,576.2104436,622.6752882,444.9218224,472.1275274
5045,AR,Faulkner,11.06665138,-0.833346985,576.2104436,622.6752882,444.9218224,472.1275274
5047,AR,Franklin,-15.1481712,1.822194556,576.2104436,622.6752882,444.9218224,472.1275274
5049,AR,Fulton,1.652961209,-41.9125936,576.2104436,622.6752882,444.9218224,472.1275274
5051,AR,Garland,6.16075295,17.12218855,576.2104436,622.6752882,444.9218224,472.1275274
5053,AR,Grant,-0.895324417,-20.71625953,576.2104436,622.6752882,444.9218224,472.1275274
5055,AR,Greene,-7.933289434,-4.392262104,576.2104436,622.6752882,444.9218224,472.1275274
5057,AR,Hempstead,42.94924181,2.106601289,576.2104436,622.6752882,444.9218224,472.1275274
5059,AR,Hot Spring,11.433729,-9.952542225,576.2104436,622.6752882,444.9218224,472.1275274
5061,AR,Howard,28.56265813,2.850126507,576.2104436,622.6752882,444.9218224,472.1275274
5063,AR,Independence,-11.7053971,-4.807381248,576.2104436,622.6752882,444.9218224,472.1275274
5065,AR,Izard,0.57079318,50.85618977,576.2104436,622.6752882,444.9218224,472.1275274
5067,AR,Jackson,37.76262831,-17.34242302,576.2104436,622.6752882,444.9218224,472.1275274
5069,AR,Jefferson,8.05493162,4.876845396,576.2104436,622.6752882,444.9218224,472.1275274
5071,AR,Johnson,-16.19447093,27.10505243,576.2104436,622.6752882,444.9218224,472.1275274
5073,AR,Lafayette,63.09901848,-27.51154734,576.2104436,622.6752882,444.9218224,472.1275274
5075,AR,Lawrence,3.828355069,-13.47637078,576.2104436,622.6752882,444.9218224,472.1275274
5077,AR,Lee,9.946581197,-45.0267094,576.2104436,622.6752882,444.9218224,472.1275274
5079,AR,Lincoln,419.0441709,-9.167270094,576.2104436,622.6752882,444.9218224,472.1275274
5081,AR,Little River,56.20273532,4.135156879,576.2104436,622.6752882,444.9218224,472.1275274
5083,AR,Logan,25.12678017,-4.936147535,576.2104436,622.6752882,444.9218224,472.1275274
5085,AR,Lonoke,-13.13167696,4.86247567,576.2104436,622.6752882,444.9218224,472.1275274
5087,AR,Madison,-2.787954052,18.81472283,576.2104436,622.6752882,444.9218224,472.1275274
5089,AR,Marion,18.83336388,-19.96936718,576.2104436,622.6752882,444.9218224,472.1275274
5091,AR,Miller,-12.24670648,-7.666989139,576.2104436,622.6752882,444.9218224,472.1275274
5093,AR,Mississippi,7.28926198,24.4555439,576.2104436,622.6752882,444.9218224,472.1275274
5095,AR,Monroe,67.89219074,11.92812716,576.2104436,622.6752882,444.9218224,472.1275274
5097,AR,Montgomery,162.5153648,-54.99736603,576.2104436,622.6752882,444.9218224,472.1275274
5099,AR,Nevada,7.535228087,330.1409123,576.2104436,622.6752882,444.9218224,472.1275274
5101,AR,Newton,4.994281357,109.9885627,576.2104436,622.6752882,444.9218224,472.1275274
5103,AR,Ouachita,65.54167345,26.59069146,576.2104436,622.6752882,444.9218224,472.1275274
5105,AR,Perry,-32.658425,102.024725,576.2104436,622.6752882,444.9218224,472.1275274
5107,AR,Phillips,2.14745884,-25.09186352,576.2104436,622.6752882,444.9218224,472.1275274
5109,AR,Pike,73.06092262,21.14264584,576.2104436,622.6752882,444.9218224,472.1275274
5111,AR,Poinsett,-15.1671665,69.665667,576.2104436,622.6752882,444.9218224,472.1275274
5113,AR,Polk,-28.56461943,-14.95788028,576.2104436,622.6752882,444.9218224,472.1275274
5115,AR,Pope,1.971777874,29.6635747,576.2104436,622.6752882,444.9218224,472.1275274
5117,AR,Prairie,-22.0166848,3.977753597,576.2104436,622.6752882,444.9218224,472.1275274
5119,AR,Pulaski,5.444635935,7.591306501,576.2104436,622.6752882,444.9218224,472.1275274
5121,AR,Randolph,3.228400735,-8.241421569,576.2104436,622.6752882,444.9218224,472.1275274
5123,AR,St. Francis,15.23595904,-0.719789132,576.2104436,622.6752882,444.9218224,472.1275274
5125,AR,Saline,14.38013969,-2.529880963,576.2104436,622.6752882,444.9218224,472.1275274
5127,AR,Scott,171.1148649,-32.22128378,576.2104436,622.6752882,444.9218224,472.1275274
5129,AR,Searcy,1.31826742,35.09102323,576.2104436,622.6752882,444.9218224,472.1275274
5131,AR,Sebastian,15.14881407,-1.517761855,576.2104436,622.6752882,444.9218224,472.1275274
5133,AR,Sevier,18.18047774,30.23971016,576.2104436,622.6752882,444.9218224,472.1275274
5135,AR,Sharp,0.764383242,29.55420703,576.2104436,622.6752882,444.9218224,472.1275274
5137,AR,Stone,11.08444444,-30.0168,576.2104436,622.6752882,444.9218224,472.1275274
5139,AR,Union,21.11479001,16.7892618,576.2104436,622.6752882,444.9218224,472.1275274
5141,AR,Van Buren,24.15834436,3.465286969,576.2104436,622.6752882,444.9218224,472.1275274
5143,AR,Washington,-1.883106327,-1.707584156,576.2104436,622.6752882,444.9218224,472.1275274
5145,AR,White,12.79547934,-26.24219055,576.2104436,622.6752882,444.9218224,472.1275274
5147,AR,Woodruff,80.58281745,8.349690473,576.2104436,622.6752882,444.9218224,472.1275274
5149,AR,Yell,-16.5139245,-44.34261633,576.2104436,622.6752882,444.9218224,472.1275274
6001,CA,Alameda,9.940291191,3.198009124,761.4471253,642.4874575,755.5875049,750.3186458
6003,CA,Alpine,-100,-65.53137811,761.4471253,642.4874575,755.5875049,750.3186458
6005,CA,Amador,75.30822192,13.01921999,761.4471253,642.4874575,755.5875049,750.3186458
6007,CA,Butte,4.388394007,2.559615054,761.4471253,642.4874575,755.5875049,750.3186458
6009,CA,Calaveras,14.99758104,4.775573832,761.4471253,642.4874575,755.5875049,750.3186458
6011,CA,Colusa,-50.64449064,8.582120582,761.4471253,642.4874575,755.5875049,750.3186458
6013,CA,Contra Costa,9.580732293,3.327225149,761.4471253,642.4874575,755.5875049,750.3186458
6015,CA,Del Norte,-30.91196114,55.44808743,761.4471253,642.4874575,755.5875049,750.3186458
6017,CA,El Dorado,10.17725769,18.94287533,761.4471253,642.4874575,755.5875049,750.3186458
6019,CA,Fresno,6.967445296,1.6824285,761.4471253,642.4874575,755.5875049,750.3186458
6021,CA,Glenn,25.86262381,13.27636143,761.4471253,642.4874575,755.5875049,750.3186458
6023,CA,Humboldt,1.199815933,8.26213457,761.4471253,642.4874575,755.5875049,750.3186458
6025,CA,Imperial,23.77174887,-12.64801891,761.4471253,642.4874575,755.5875049,750.3186458
6027,CA,Inyo,17.73274413,-5.001854734,761.4471253,642.4874575,755.5875049,750.3186458
6029,CA,Kern,9.518226965,6.205436816,761.4471253,642.4874575,755.5875049,750.3186458
6031,CA,Kings,0.363009792,-0.71563516,761.4471253,642.4874575,755.5875049,750.3186458
6033,CA,Lake,10.55559031,0.505082095,761.4471253,642.4874575,755.5875049,750.3186458
6035,CA,Lassen,27.68972238,-32.37173963,761.4471253,642.4874575,755.5875049,750.3186458
6037,CA,Los Angeles,11.6157326,10.89889235,761.4471253,642.4874575,755.5875049,750.3186458
6039,CA,Madera,1.926254791,6.173182074,761.4471253,642.4874575,755.5875049,750.3186458
6041,CA,Marin,7.97923893,1.253947322,761.4471253,642.4874575,755.5875049,750.3186458
6043,CA,Mariposa,-7.8140455,12.35163205,761.4471253,642.4874575,755.5875049,750.3186458
6045,CA,Mendocino,3.55930239,4.427724213,761.4471253,642.4874575,755.5875049,750.3186458
6047,CA,Merced,8.715995247,17.14972094,761.4471253,642.4874575,755.5875049,750.3186458
6049,CA,Modoc,-54.39148705,-5.404565733,761.4471253,642.4874575,755.5875049,750.3186458
6051,CA,Mono,18.5530577,-9.079609882,761.4471253,642.4874575,755.5875049,750.3186458
6053,CA,Monterey,3.578610402,9.809114729,761.4471253,642.4874575,755.5875049,750.3186458
6055,CA,Napa,5.042913711,8.981544986,761.4471253,642.4874575,755.5875049,750.3186458
6057,CA,Nevada,22.22177988,-2.376072838,761.4471253,642.4874575,755.5875049,750.3186458
6059,CA,Orange,12.8828038,9.375238482,761.4471253,642.4874575,755.5875049,750.3186458
6061,CA,Placer,14.41943468,3.662406837,761.4471253,642.4874575,755.5875049,750.3186458
6063,CA,Plumas,-27.34583243,7.635803809,761.4471253,642.4874575,755.5875049,750.3186458
6065,CA,Riverside,8.469983622,4.184054498,761.4471253,642.4874575,755.5875049,750.3186458
6067,CA,Sacramento,8.75711785,4.254058251,761.4471253,642.4874575,755.5875049,750.3186458
6069,CA,San Benito,1.701032598,21.41857974,761.4471253,642.4874575,755.5875049,750.3186458
6071,CA,San Bernardino,9.407533859,11.48903935,761.4471253,642.4874575,755.5875049,750.3186458
6073,CA,San Diego,10.29193706,4.216712468,761.4471253,642.4874575,755.5875049,750.3186458
6075,CA,San Francisco,18.53919394,1.254648164,761.4471253,642.4874575,755.5875049,750.3186458
6077,CA,San Joaquin,10.00203857,5.146127762,761.4471253,642.4874575,755.5875049,750.3186458
6079,CA,San Luis Obispo,2.635633093,4.676874317,761.4471253,642.4874575,755.5875049,750.3186458
6081,CA,San Mateo,12.12812284,5.711933339,761.4471253,642.4874575,755.5875049,750.3186458
6083,CA,Santa Barbara,14.82544559,0.386235274,761.4471253,642.4874575,755.5875049,750.3186458
6085,CA,Santa Clara,12.56726855,3.384173945,761.4471253,642.4874575,755.5875049,750.3186458
6087,CA,Santa Cruz,-1.414177617,10.66287661,761.4471253,642.4874575,755.5875049,750.3186458
6089,CA,Shasta,-8.875624124,4.662321063,761.4471253,642.4874575,755.5875049,750.3186458
6091,CA,Sierra,4.588394062,109.1767881,761.4471253,642.4874575,755.5875049,750.3186458
6093,CA,Siskiyou,-1.000698198,-7.718507964,761.4471253,642.4874575,755.5875049,750.3186458
6095,CA,Solano,1.634525754,3.192143007,761.4471253,642.4874575,755.5875049,750.3186458
6097,CA,Sonoma,3.206040079,3.766373701,761.4471253,642.4874575,755.5875049,750.3186458
6099,CA,Stanislaus,7.105321585,9.952512229,761.4471253,642.4874575,755.5875049,750.3186458
6101,CA,Sutter,13.88217658,4.231144664,761.4471253,642.4874575,755.5875049,750.3186458
6103,CA,Tehama,-3.089570422,28.83497969,761.4471253,642.4874575,755.5875049,750.3186458
6105,CA,Trinity,-46.73650596,53.87231612,761.4471253,642.4874575,755.5875049,750.3186458
6107,CA,Tulare,19.19971558,-1.999945234,761.4471253,642.4874575,755.5875049,750.3186458
6109,CA,Tuolumne,-14.4995463,-17.26377501,761.4471253,642.4874575,755.5875049,750.3186458
6111,CA,Ventura,11.9389876,5.243464505,761.4471253,642.4874575,755.5875049,750.3186458
6113,CA,Yolo,3.06728243,8.66686314,761.4471253,642.4874575,755.5875049,750.3186458
6115,CA,Yuba,-9.778717872,13.21621161,761.4471253,642.4874575,755.5875049,750.3186458
8001,CO,Adams,14.21667788,3.218923533,747.0957935,617.9516242,900.3162096,877.9232822
8003,CO,Alamosa,20.5414906,-27.83371287,747.0957935,617.9516242,900.3162096,877.9232822
8005,CO,Arapahoe,3.726637651,3.978937165,747.0957935,617.9516242,900.3162096,877.9232822
8007,CO,Archuleta,5.295652851,-2.33446692,747.0957935,617.9516242,900.3162096,877.9232822
8009,CO,Baca,-100,112.9650507,747.0957935,617.9516242,900.3162096,877.9232822
8011,CO,Bent,11.38883999,-25.74077334,747.0957935,617.9516242,900.3162096,877.9232822
8013,CO,Boulder,0.54068594,-4.740109476,747.0957935,617.9516242,900.3162096,877.9232822
8014,CO,Broomfield,-4.604314577,-9.872936451,747.0957935,617.9516242,900.3162096,877.9232822
8015,CO,Chaffee,-9.862936037,-0.32462239,747.0957935,617.9516242,900.3162096,877.9232822
8017,CO,Cheyenne,-100,-49.48200654,747.0957935,617.9516242,900.3162096,877.9232822
8019,CO,Clear Creek,15.39792757,-16.37831335,747.0957935,617.9516242,900.3162096,877.9232822
8021,CO,Conejos,105.1288404,36.75256029,747.0957935,617.9516242,900.3162096,877.9232822
8023,CO,Costilla,0,-21.48987854,747.0957935,617.9516242,900.3162096,877.9232822
8025,CO,Crowley,0,-62.82832128,747.0957935,617.9516242,900.3162096,877.9232822
8027,CO,Custer,-38.73795552,10.27168007,747.0957935,617.9516242,900.3162096,877.9232822
8029,CO,Delta,33.44757134,0.085678508,747.0957935,617.9516242,900.3162096,877.9232822
8031,CO,Denver,4.332168611,14.63293608,747.0957935,617.9516242,900.3162096,877.9232822
8033,CO,Dolores,0,-0.872938894,747.0957935,617.9516242,900.3162096,877.9232822
8035,CO,Douglas,-0.264655206,-8.388997808,747.0957935,617.9516242,900.3162096,877.9232822
8037,CO,Eagle,6.55204453,-3.795529348,747.0957935,617.9516242,900.3162096,877.9232822
8039,CO,Elbert,-22.8997777,-21.71362043,747.0957935,617.9516242,900.3162096,877.9232822
8041,CO,El Paso,-3.597745509,-5.666702772,747.0957935,617.9516242,900.3162096,877.9232822
8043,CO,Fremont,-4.732040914,-10.65626694,747.0957935,617.9516242,900.3162096,877.9232822
8045,CO,Garfield,21.13214274,9.128056519,747.0957935,617.9516242,900.3162096,877.9232822
8047,CO,Gilpin,0,-38.83149873,747.0957935,617.9516242,900.3162096,877.9232822
8049,CO,Grand,20.16656752,-8.926390933,747.0957935,617.9516242,900.3162096,877.9232822
8051,CO,Gunnison,21.74640713,-2.092050209,747.0957935,617.9516242,900.3162096,877.9232822
8053,CO,Hinsdale,0,-10.14703213,747.0957935,617.9516242,900.3162096,877.9232822
8055,CO,Huerfano,98.08568824,8.947128532,747.0957935,617.9516242,900.3162096,877.9232822
8057,CO,Jackson,0,-33.43137255,747.0957935,617.9516242,900.3162096,877.9232822
8059,CO,Jefferson,9.237792631,4.482219651,747.0957935,617.9516242,900.3162096,877.9232822
8061,CO,Kiowa,,6.15727003,747.0957935,617.9516242,900.3162096,877.9232822
8063,CO,Kit Carson,6.921866807,-8.352685594,747.0957935,617.9516242,900.3162096,877.9232822
8065,CO,Lake,-3.562976597,37.76717629,747.0957935,617.9516242,900.3162096,877.9232822
8067,CO,La Plata,28.58384733,-12.57601596,747.0957935,617.9516242,900.3162096,877.9232822
8069,CO,Larimer,-0.334914012,2.48370367,747.0957935,617.9516242,900.3162096,877.9232822
8071,CO,Las Animas,-2.177539575,-13.29372826,747.0957935,617.9516242,900.3162096,877.9232822
8073,CO,Lincoln,46.08953614,-26.95523193,747.0957935,617.9516242,900.3162096,877.9232822
8075,CO,Logan,0.725199544,29.50382799,747.0957935,617.9516242,900.3162096,877.9232822
8077,CO,Mesa,-13.13561887,5.488120352,747.0957935,617.9516242,900.3162096,877.9232822
8079,CO,Mineral,-100,13.00662252,747.0957935,617.9516242,900.3162096,877.9232822
8081,CO,Moffat,27.38393739,1.907149913,747.0957935,617.9516242,900.3162096,877.9232822
8083,CO,Montezuma,6.197946744,28.45162789,747.0957935,617.9516242,900.3162096,877.9232822
8085,CO,Montrose,15.12838218,14.96484755,747.0957935,617.9516242,900.3162096,877.9232822
8087,CO,Morgan,21.42393899,-11.46171115,747.0957935,617.9516242,900.3162096,877.9232822
8089,CO,Otero,12.02185792,-6.443283492,747.0957935,617.9516242,900.3162096,877.9232822
8091,CO,Ouray,-53.87750836,3.097334251,747.0957935,617.9516242,900.3162096,877.9232822
