FIPS,State,County,snap_participants_2012,snap_participants_2017,snap_participants_change,snap_beni_per_capita_2012,snap_beni_per_capita_2017,snap_beni_per_capita_change,snap_participants_2011,snap_participants_2016,snap_online_applications_2009,snap_online_applications_2016,snap_combined_applications_2009,snap_combined_applications_2016,school_lunch_participants_2012,school_lunch_participants_2017,school_lunch_participants_change,free_lunch_eligible_stu_2010,free_lunch_eligible_stu_2015,red_px_lunch_eligible_stu_2010,red_px_lunch_eligible_stu_2015,school_brkfast_participants_2012,school_brkfast_participants_2017,school_brkfast_participants_change,summer_food_service_chldren_2012,summer_food_service_chldren_2017,summer_food_service_chldren_change,wic_redemp_per_capita_2011,wic_redemp_per_capita_2016,wic_redemp_per_capita_change,wic_participants_2012,wic_participants_2017,wic_participants_change,wic_inf_and_children_2014,wic_inf_and_children_2016,wic_inf_and_children_change,wic_women_2014,wic_women_2016,wic_women_change
20127,KS,Morris,10.56104138,8.024978691,-2.536062689,9.401709557,4.307974339,-54.17881775,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,28.74058127,33.8902148,14.10118407,18.37708831,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20129,KS,Morton,10.56104138,8.024978691,-2.536062689,9.664536476,13.13868618,35.94740295,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,44.97400347,38.2629108,16.29116118,14.78873239,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20131,KS,Nemaha,10.56104138,8.024978691,-2.536062689,5.223337173,2.792053699,-46.54655457,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,19.98045921,21.87659357,8.988764045,9.790922998,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20133,KS,Neosho,10.56104138,8.024978691,-2.536062689,18.63187027,9.647205353,-48.22202301,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,46.5437788,49.61038961,13.57674583,13.02411874,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,20.6229248,16.47410011,-20.11753845,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20135,KS,Ness,10.56104138,8.024978691,-2.536062689,5.08823204,4.879748821,-4.097360611,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,31.54761905,39.43661972,10.71428571,11.03286385,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20137,KS,Norton,10.56104138,8.024978691,-2.536062689,5.861822128,10.18501472,73.7516861,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,31.25,31.1827957,15.84821429,16.36798088,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20139,KS,Osage,10.56104138,8.024978691,-2.536062689,12.80188751,8.464366913,-33.88188171,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,33.08037254,39.44341373,11.69368748,11.50278293,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,10.94816685,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20141,KS,Osborne,10.56104138,8.024978691,-2.536062689,8.738501549,3.393351793,-61.16780853,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,40.70121951,39.0990991,13.26219512,14.41441441,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20143,KS,Ottawa,10.56104138,8.024978691,-2.536062689,7.644879341,5.813292503,-23.95834923,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,26.2992126,32.17461601,12.99212598,11.6410671,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20145,KS,Pawnee,10.56104138,8.024978691,-2.536062689,7.116487026,5.825848103,-18.13589859,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,42.9048414,44.63028169,14.27378965,13.55633803,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20147,KS,Phillips,10.56104138,8.024978691,-2.536062689,8.209586143,7.55741787,-7.943984985,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,35.74975174,32.41816262,12.81032771,12.77719113,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20149,KS,Pottawatomie,10.56104138,8.024978691,-2.536062689,6.858618259,2.934861422,-57.20914459,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,23.89037831,22.92303418,10.8728031,10.80855793,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,30.62804222,24.94045448,-18.56987,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20151,KS,Pratt,10.56104138,8.024978691,-2.536062689,7.783695221,8.466882706,8.777161598,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,33.14079422,34.19233187,12.49097473,6.976744186,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20153,KS,Rawlins,10.56104138,8.024978691,-2.536062689,4.919558525,1.969029546,-59.97548294,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,31.32911392,37.08791209,19.30379747,13.73626374,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20155,KS,Reno,10.56104138,8.024978691,-2.536062689,15.89785957,15.73348236,-1.033958077,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,41.83351967,45.64605277,13.33468848,12.27448118,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,15.32893467,13.81976414,-9.845240593,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20157,KS,Republic,10.56104138,8.024978691,-2.536062689,7.063903332,7.905208588,11.90992069,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,35.96938776,37.75649795,19.00510204,16.27906977,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20159,KS,Rice,10.56104138,8.024978691,-2.536062689,11.42352104,10.06728745,-11.87229061,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,43.50836699,45.86381542,13.09867282,11.70512099,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20161,KS,Riley,10.56104138,8.024978691,-2.536062689,5.359049797,5.329953671,-0.542934418,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,23.08571429,29.52072539,13.94285714,11.56735751,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,4.059698582,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20163,KS,Rooks,10.56104138,8.024978691,-2.536062689,8.797981262,6.64287138,-24.49550438,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,31.04972376,34.53416149,14.6961326,13.29192547,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20165,KS,Rush,10.56104138,8.024978691,-2.536062689,9.374675751,6.901922703,-26.3769455,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,34.96932515,41.35188867,11.8609407,8.151093439,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20167,KS,Russell,10.56104138,8.024978691,-2.536062689,11.25095367,10.37599468,-7.776753902,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,38.8,39.13934426,13.7,14.03688525,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20169,KS,Saline,10.56104138,8.024978691,-2.536062689,15.29775524,11.35187149,-25.79387474,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,42.27563715,46.1182206,11.95796594,12.57769653,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,22.46545219,17.60601616,-21.63070679,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20171,KS,Scott,10.56104138,8.024978691,-2.536062689,7.380514145,3.594705343,-51.29464722,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,38.3759733,35.13238289,14.46051168,14.15478615,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20173,KS,Sedgwick,10.56104138,8.024978691,-2.536062689,20.30501175,13.45972061,-33.71232224,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,47.62501979,50.59060688,9.613160106,8.371056727,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,19.98009872,16.16053963,-19.11681747,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20175,KS,Seward,10.56104138,8.024978691,-2.536062689,14.0064106,9.695082664,-30.78110504,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,65.32635122,70.41164839,11.1090331,9.742944454,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,41.788311,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20177,KS,Shawnee,10.56104138,8.024978691,-2.536062689,18.30703926,13.82910442,-24.46018028,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,43.0726257,48.25483237,9.203910615,7.432036661,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,18.57523727,15.76858711,-15.10963249,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20179,KS,Sheridan,10.56104138,8.024978691,-2.536062689,3.679914474,4.023215771,9.32905674,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,26.05042017,27.07509881,12.39495798,9.090909091,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20181,KS,Sherman,10.56104138,8.024978691,-2.536062689,12.48434353,6.267566204,-49.7965889,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,37.11111111,38.11111111,9.555555556,14.33333333,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20183,KS,Smith,10.56104138,8.024978691,-2.536062689,7.23865366,6.429480076,-11.17850971,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,31.97278912,39.15547025,15.98639456,14.39539347,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20185,KS,Stafford,10.56104138,8.024978691,-2.536062689,8.080575943,11.8849535,47.08052444,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,44.11111111,43.92857143,15.22222222,14.88095238,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20187,KS,Stanton,10.56104138,8.024978691,-2.536062689,8.588672638,5.703883648,-33.5882988,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,43.30708661,46.5631929,16.73228346,17.07317073,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20189,KS,Stevens,10.56104138,8.024978691,-2.536062689,6.127237797,2.643145561,-56.86236191,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,42.35905045,47.26181545,15.65281899,13.12828207,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20191,KS,Sumner,10.56104138,8.024978691,-2.536062689,12.66483307,11.07920647,-12.51991749,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,34.78904515,35.47368421,14.48309894,11.55263158,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,12.64663792,9.120483398,-27.88215065,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20193,KS,Thomas,10.56104138,8.024978691,-2.536062689,6.77720356,4.408491611,-34.95117188,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,31.16994022,32.05574913,12.98035867,9.930313589,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20195,KS,Trego,10.56104138,8.024978691,-2.536062689,6.375382423,8.870780945,39.14115906,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,20.68965517,26.01010101,11.08374384,5.555555556,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20197,KS,Wabaunsee,10.56104138,8.024978691,-2.536062689,5.759873867,5.115895748,-11.18042088,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,22.41215575,26.09561753,16.334283,12.64940239,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20199,KS,Wallace,10.56104138,8.024978691,-2.536062689,5.416940212,8.366141319,54.44403839,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,30.50314465,27.27272727,11.00628931,13.09090909,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20201,KS,Washington,10.56104138,8.024978691,-2.536062689,5.42561245,1.610452771,-70.31758881,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,26.19339045,28.87596899,15.54467564,13.2751938,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,8.598315239,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20203,KS,Wichita,10.56104138,8.024978691,-2.536062689,5.837449551,0.823529422,-85.8923111,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,44.20131291,44.31279621,14.44201313,12.32227488,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20205,KS,Wilson,10.56104138,8.024978691,-2.536062689,17.98370552,10.98943329,-38.89227676,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,43.01643192,44.36319317,15.72769953,11.39549055,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20207,KS,Woodson,10.56104138,8.024978691,-2.536062689,13.94402027,12.12795258,-13.02398968,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,43.77682403,48.47250509,11.15879828,13.03462322,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,,,,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
20209,KS,Wyandotte,10.56104138,8.024978691,-2.536062689,27.57659149,18.35785675,-33.42956543,67.095,76.875,1,1,0,0,69.69010777,64.8343287,-4.85577907,68.67579589,66.13761929,9.217945575,7.731458229,20.70524941,23.04679174,2.341542335,3.858633659,5.417798131,1.559164472,26.78085709,19.90733337,-25.66580963,2.591088231,1.858326384,-0.732761847,24.80900029,22.3871151,-2.421885192,2.724453765,2.379881263,-0.344572502
21001,KY,Adair,19.37297026,14.70241272,-4.670557545,20.71336746,14.29732227,-30.97538376,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,51.82170543,62.17924879,11.1627907,5.132019338,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,27.65151978,16.97193718,-38.62204742,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21003,KY,Allen,19.37297026,14.70241272,-4.670557545,23.11955452,15.88002968,-31.31342697,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,49.19803601,57.40801042,7.692307692,6.154347118,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,,,,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21005,KY,Anderson,19.37297026,14.70241272,-4.670557545,18.03496933,12.30926228,-31.74780655,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,37.11779449,40.88165836,7.644110276,5.851482551,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,,,,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21007,KY,Ballard,19.37297026,14.70241272,-4.670557545,19.29496384,14.13940334,-26.71972084,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,47.05479452,48.57768053,7.945205479,4.741064916,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,,,,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21009,KY,Barren,19.37297026,14.70241272,-4.670557545,23.46640968,16.21918869,-30.8833828,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,49.65130589,55.21949974,7.753316013,6.125574273,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,49.55123138,22.49946404,-54.59353256,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21011,KY,Bath,19.37297026,14.70241272,-4.670557545,37.21387482,25.16561699,-32.37571335,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,68.53658537,66.04215457,4.829268293,7.025761124,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,17.13522339,,,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21013,KY,Bell,19.37297026,14.70241272,-4.670557545,48.17399979,36.01174927,-25.24650383,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,72.35069375,73.54519191,7.339634024,5.200165085,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,48.36385345,33.71637344,-30.28600693,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21015,KY,Boone,19.37297026,14.70241272,-4.670557545,11.87127018,7.935050964,-33.15752411,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,25.3642638,33.37091319,6.226035276,4.487034949,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,16.69351196,14.6616621,-12.17149448,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21017,KY,Bourbon,19.37297026,14.70241272,-4.670557545,22.83808327,16.17238426,-29.18677139,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,52.18106996,58.05387576,6.474622771,4.782847719,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,17.21665382,,,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21019,KY,Boyd,19.37297026,14.70241272,-4.670557545,27.18108559,19.824646,-27.06455421,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,47.01305918,55.51505333,8.196721311,5.953827461,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,22.5736866,23.38955307,3.614236832,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21021,KY,Boyle,19.37297026,14.70241272,-4.670557545,20.7369957,14.26948261,-31.18828392,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,41.61962657,49.98934583,8.64090317,5.412316216,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,22.29816628,24.88612747,11.60616112,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21023,KY,Bracken,19.37297026,14.70241272,-4.670557545,30.34157753,22.04548264,-27.34233284,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,46.95767196,56.46387833,8.068783069,7.858048162,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,,,,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21025,KY,Breathitt,19.37297026,14.70241272,-4.670557545,53.8776207,40.23765564,-25.31656837,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,73.63896848,71.36431784,5.976258698,3.410794603,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,37.20098495,26.03142166,-30.02491188,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21027,KY,Breckinridge,19.37297026,14.70241272,-4.670557545,26.25132942,18.61750603,-29.0797596,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,50.22653722,59.94492044,11.03559871,4.069767442,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,10.67911434,13.65712166,27.88627625,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21029,KY,Bullitt,19.37297026,14.70241272,-4.670557545,16.18263626,10.87904739,-32.77333069,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,38.80214402,43.41230102,8.389652762,4.237351469,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,7.750010014,8.955235481,15.55127621,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21031,KY,Butler,19.37297026,14.70241272,-4.670557545,27.41331482,19.32169533,-29.51711464,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,48.9292365,52.61732852,7.588454376,7.039711191,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,23.69080734,14.65151882,-38.15525818,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21033,KY,Caldwell,19.37297026,14.70241272,-4.670557545,23.93234825,17.47237396,-26.99264717,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,54.62184874,56.21359223,7.068709837,5.873786408,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,52.97359085,,,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21035,KY,Calloway,19.37297026,14.70241272,-4.670557545,13.90240479,9.650384903,-30.58477974,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,43.21281663,49.63577499,8.118640398,6.313233509,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,0,14.62567043,,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21037,KY,Campbell,19.37297026,14.70241272,-4.670557545,16.78274536,11.71773624,-30.17986107,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,40.44963103,43.90552509,7.482409473,4.824968368,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,14.73799706,12.2646637,-16.78201866,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21039,KY,Carlisle,19.37297026,14.70241272,-4.670557545,18.90853691,13.94620991,-26.24384499,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,49.76076555,52.77777778,6.937799043,6.565656566,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,26.6886425,,,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21041,KY,Carroll,19.37297026,14.70241272,-4.670557545,26.29879189,18.90226746,-28.12495804,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,58.79007239,62.66794626,6.980351603,4.318618042,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,,,,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
21043,KY,Carter,19.37297026,14.70241272,-4.670557545,36.49432755,26.40239716,-27.6534214,84.332,76.151,0,1,1,1,74.18722936,71.13782755,-3.049401811,53.50841198,60.14135789,7.837505129,6.061255087,36.41916325,42.23991419,5.820750931,4.467295498,9.467372287,5.000076789,31.00683975,4.932931423,-84.09082794,3.027098128,2.422094498,-0.60500363,32.86821036,30.88798834,-1.980222013,3.36346044,3.028461556,-0.334998885
